Player ▲,Nation,Pos,Squad,Comp,Age,Gls,Ast,Cluster,Cluster_Prob
Alejandro Jiménez,es ESP,"DF,FW",Milan,it Serie A,19,0.0,0.07,2,0.9999999999999671
Joelinton,br BRA,"MF,FW",Newcastle Utd,eng Premier League,27,0.15,0.11,2,0.999998418049226
Jofre,es ESP,"MF,FW",Espanyol,es La Liga,23,0.12,0.12,2,1.0
Brennan Johnson,wls WAL,FW,Tottenham,eng Premier League,23,0.45,0.12,2,0.9999999999999836
Diogo Jota,pt POR,FW,Liverpool,eng Premier League,27,0.45,0.23,2,0.9999999984306642
Antoine Joujou,fr FRA,"MF,FW",Le Havre,fr Ligue 1,21,0.0,0.19,2,1.0
Yaya Kader Fofana,ml MLI,"MF,FW",Reims,fr Ligue 1,20,0.14,0.14,2,0.9995108435229587
Lee Kang-in,kr KOR,"FW,MF",Paris S-G,fr Ligue 1,23,0.32,0.32,2,0.9999999999999896
Yann Karamoh,fr FRA,"MF,FW",Torino,it Serie A,26,0.0,0.09,2,0.9999994663303736
Grigoris Kastanos,cy CYP,"MF,FW",Hellas Verona,it Serie A,26,0.1,0.1,2,0.9999999998738263
Yassine Kechta,ma MAR,"MF,FW",Le Havre,fr Ligue 1,22,0.09,0.0,2,0.9999859946274321
Bilal El Khannouss,ma MAR,"MF,FW",Leicester City,eng Premier League,20,0.08,0.12,2,0.9999999681385455
Wahbi Khazri,tn TUN,"FW,MF",Montpellier,fr Ligue 1,33,0.08,0.08,2,0.9999999997256568
Joshua King,no NOR,"FW,MF",Toulouse,fr Ligue 1,32,0.32,0.16,2,0.999999999687696
Derrick Köhn,de GER,"DF,FW",Werder Bremen,de Bundesliga,25,0.13,0.13,2,1.0
Goduine Koyalipou,cf CTA,FW,Lens,fr Ligue 1,24,0.41,0.0,2,0.9988880281393762
Takefusa Kubo,jp JPN,"MF,FW",Real Sociedad,es La Liga,23,0.19,0.0,2,1.0
Dejan Kulusevski,se SWE,"MF,FW",Tottenham,eng Premier League,24,0.26,0.15,2,1.0
Khvicha Kvaratskhelia,ge GEO,FW,Paris S-G,fr Ligue 1,23,0.39,0.29,2,0.9999999999999991
Rémy Labeau Lascary,gp GLP,"FW,MF",Lens,fr Ligue 1,21,0.28,0.14,2,0.9813369078942938
Valentino Lazaro,at AUT,"DF,FW",Torino,it Serie A,28,0.0,0.23,2,0.9999264399617467
Rafael Leão,pt POR,FW,Milan,it Serie A,25,0.31,0.31,2,1.0
Félix Lemaréchal,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,20,0.2,0.15,2,0.9999999999031726
Esteban Lepaul,fr FRA,FW,Angers,fr Ligue 1,24,0.5,0.0,2,0.9999998726779468
Jamie Leweling,de GER,"MF,FW",Stuttgart,de Bundesliga,23,0.11,0.11,2,1.0
Keane Lewis-Potter,eng ENG,"DF,FW",Brentford,eng Premier League,23,0.03,0.09,2,0.9999999999445173
Jesper Lindstrøm,dk DEN,FW,Everton,eng Premier League,24,0.0,0.07,2,1.0
Diego López,es ESP,"MF,FW",Valencia,es La Liga,22,0.26,0.16,2,0.9999999999985953
Fer López,es ESP,"FW,MF",Celta Vigo,es La Liga,21,0.27,0.0,2,0.9999973227996533
Zito Luvumbo,ao ANG,"FW,MF",Cagliari,it Serie A,22,0.11,0.11,2,1.0
Othmane Maamma,ma MAR,"FW,MF",Montpellier,fr Ligue 1,18,0.25,0.25,2,0.9963297754891846
Darwin Machís,ve VEN,"MF,FW",Valladolid,es La Liga,31,0.0,0.14,2,0.9910009027015466
Noni Madueke,eng ENG,FW,Chelsea,eng Premier League,22,0.31,0.13,2,0.9999999999999991
Daniel Maldini,it ITA,"MF,FW",Monza,it Serie A,22,0.21,0.0,2,0.999999999428709
Dennis Man,ro ROU,"FW,MF",Parma,it Serie A,25,0.18,0.18,2,1.0
Sekou Mara,fr FRA,"FW,MF",Strasbourg,fr Ligue 1,22,0.12,0.12,2,0.9952604951021132
Omar Marmoush,eg EGY,"FW,MF",Manchester City,eng Premier League,25,0.53,0.0,2,0.9999999999999991
Carlos Martín,es ESP,"FW,MF",Alavés,es La Liga,22,0.14,0.14,2,0.9999999867314058
